player,sport_name,sport_id,market,line,side,american_price,decimal_price,payout_multiplier,selection_header,selection_subheader,updated_at
LoL: Tian,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,-112.0,1.9,1.0,LoL: Tian,Lower 14.5 kills in maps 1+2+3,2025-09-01T01:58:24Z
LoL: Tian,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-112.0,1.9,1.0,LoL: Tian,Higher 28.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: Tian,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-110.0,1.91,1.0,LoL: Tian,Lower 28.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: Sylvie,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-109.0,1.92,1.0,LoL: Sylvie,Higher 8.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Sylvie,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,-113.0,1.89,1.0,LoL: Sylvie,Lower 8.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Grizzly,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-186.0,1.54,0.78,LoL: Grizzly,Higher 10.5 kills in maps 1+2+3,2025-09-01T02:28:17Z
LoL: Grizzly,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,149.0,2.49,1.13,LoL: Grizzly,Lower 10.5 kills in maps 1+2+3,2025-09-01T02:28:17Z
LoL: climber,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,over,-102.0,1.99,1.0,LoL: climber,Higher 7.5 kills on maps 1+2+3,2025-08-30T10:52:00Z
LoL: climber,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,under,-122.0,1.82,1.0,LoL: climber,Lower 7.5 kills on maps 1+2+3,2025-08-30T10:52:00Z
LoL: climber,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-105.0,1.96,1.0,LoL: climber,Higher 18.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: climber,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-118.0,1.85,1.0,LoL: climber,Lower 18.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: XUN,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,over,-148.0,1.68,0.85,LoL: XUN,Higher 10.5 kills on maps 1+2+3,2025-08-31T01:51:54Z
LoL: XUN,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,under,120.0,2.2,1.05,LoL: XUN,Lower 10.5 kills on maps 1+2+3,2025-08-31T01:51:54Z
LoL: XUN,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-104.0,1.97,1.0,LoL: XUN,Higher 27.5 assists on maps 1+2+3,2025-09-01T02:56:18Z
LoL: XUN,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-120.0,1.84,1.0,LoL: XUN,Lower 27.5 assists on maps 1+2+3,2025-09-01T02:56:18Z
LoL: Saber,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-132.0,1.76,0.87,LoL: Saber,Higher 6.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Saber,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,107.0,2.07,1.05,LoL: Saber,Lower 6.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Saber,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-107.0,1.94,1.0,LoL: Saber,Higher 14.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: Saber,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-115.0,1.87,1.0,LoL: Saber,Lower 14.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: Kemish,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-105.0,1.96,1.0,LoL: Kemish,Higher 10.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Kemish,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,-117.0,1.86,1.0,LoL: Kemish,Lower 10.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Pungyeon,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-113.0,1.89,1.0,LoL: Pungyeon,Higher 10.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Pungyeon,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,-109.0,1.92,1.0,LoL: Pungyeon,Lower 10.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Scout,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,over,-139.0,1.72,0.85,LoL: Scout,Higher 11.5 kills on maps 1+2+3,2025-09-01T00:09:15Z
LoL: Scout,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,under,113.0,2.13,1.08,LoL: Scout,Lower 11.5 kills on maps 1+2+3,2025-09-01T00:09:15Z
LoL: Scout,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-107.0,1.94,1.0,LoL: Scout,Higher 24.5 assists on maps 1+2+3,2025-08-31T13:23:06Z
LoL: Scout,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-115.0,1.87,1.0,LoL: Scout,Lower 24.5 assists on maps 1+2+3,2025-08-31T13:23:06Z
LoL: About,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-159.0,1.63,0.82,LoL: About,Higher 16.5 kills in maps 1+2+3,2025-09-01T00:08:23Z
LoL: About,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,128.0,2.28,1.09,LoL: About,Lower 16.5 kills in maps 1+2+3,2025-09-01T00:08:23Z
LoL: Slayer,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-159.0,1.63,0.82,LoL: Slayer,Higher 14.5 kills in maps 1+2+3,2025-09-01T00:04:32Z
LoL: Slayer,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,128.0,2.28,1.09,LoL: Slayer,Lower 14.5 kills in maps 1+2+3,2025-09-01T00:04:32Z
LoL: Sav1or,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,over,101.0,2.01,1.0,LoL: Sav1or,Higher 10.5 kills on maps 1+2+3,2025-08-30T10:52:00Z
LoL: Sav1or,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,under,-124.0,1.81,1.0,LoL: Sav1or,Lower 10.5 kills on maps 1+2+3,2025-08-30T10:52:00Z
LoL: Sav1or,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-102.0,1.99,1.0,LoL: Sav1or,Higher 14.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: Sav1or,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-122.0,1.82,1.0,LoL: Sav1or,Lower 14.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: peyz,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,over,-112.0,1.9,1.0,LoL: peyz,Higher 17.5 kills on maps 1+2+3,2025-08-31T23:02:18Z
LoL: peyz,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,under,-112.0,1.9,1.0,LoL: peyz,Lower 17.5 kills on maps 1+2+3,2025-08-31T23:02:18Z
LoL: peyz,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-115.0,1.87,1.0,LoL: peyz,Higher 20.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: peyz,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-107.0,1.94,1.0,LoL: peyz,Lower 20.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: NamGung,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-117.0,1.86,0.98,LoL: NamGung,Higher 2.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Crisp,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-102.0,1.99,1.05,LoL: Crisp,Higher 2.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Crisp,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-117.0,1.86,1.0,LoL: Crisp,Higher 39.5 assists on maps 1+2+3,2025-08-31T18:52:12Z
LoL: Crisp,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-106.0,1.95,1.0,LoL: Crisp,Lower 39.5 assists on maps 1+2+3,2025-08-31T18:52:12Z
LoL: Minous,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-139.0,1.72,0.85,LoL: Minous,Higher 2.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: ycx,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,over,117.0,2.17,1.1,LoL: ycx,Higher 2.5 kills on maps 1+2+3,2025-08-30T10:52:00Z
LoL: ycx,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-112.0,1.9,1.0,LoL: ycx,Higher 26.5 assists on maps 1+2+3,2025-09-01T00:08:47Z
LoL: ycx,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-112.0,1.9,1.0,LoL: ycx,Lower 26.5 assists on maps 1+2+3,2025-09-01T00:08:47Z
LoL: Zhuo,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,over,103.0,2.03,1.03,LoL: Zhuo,Higher 2.5 kills on maps 1+2+3,2025-08-30T10:52:00Z
LoL: Zhuo,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-117.0,1.86,1.0,LoL: Zhuo,Higher 36.5 assists on maps 1+2+3,2025-08-30T22:40:19Z
LoL: Zhuo,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-106.0,1.95,1.0,LoL: Zhuo,Lower 36.5 assists on maps 1+2+3,2025-08-30T22:40:19Z
LoL: Breathe,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-102.0,1.99,1.0,LoL: Breathe,Higher 10.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Breathe,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,-122.0,1.82,1.0,LoL: Breathe,Lower 10.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Breathe,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-121.0,1.83,1.0,LoL: Breathe,Higher 20.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: Breathe,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-102.0,1.99,1.0,LoL: Breathe,Lower 20.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: Winner,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-139.0,1.72,0.85,LoL: Winner,Higher 12.5 kills in maps 1+2+3,2025-09-01T02:54:55Z
LoL: Winner,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,113.0,2.13,1.08,LoL: Winner,Lower 12.5 kills in maps 1+2+3,2025-09-01T02:54:55Z
LoL: Tempester,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-117.0,1.86,1.0,LoL: Tempester,Higher 8.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Tempester,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,-106.0,1.95,1.0,LoL: Tempester,Lower 8.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Fisher,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-113.0,1.89,1.0,LoL: Fisher,Higher 10.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Fisher,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,-109.0,1.92,1.0,LoL: Fisher,Lower 10.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Xiaohu,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-104.0,1.97,1.0,LoL: Xiaohu,Higher 12.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Xiaohu,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,-120.0,1.84,1.0,LoL: Xiaohu,Lower 12.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Xiaohu,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-108.0,1.93,1.0,LoL: Xiaohu,Higher 27.5 assists on maps 1+2+3,2025-08-31T20:32:01Z
LoL: Xiaohu,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-114.0,1.88,1.0,LoL: Xiaohu,Lower 27.5 assists on maps 1+2+3,2025-08-31T20:32:01Z
LoL: Baiye,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-159.0,1.63,0.82,LoL: Baiye,Higher 8.5 kills in maps 1+2+3,2025-08-31T23:02:06Z
LoL: Baiye,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,128.0,2.28,1.09,LoL: Baiye,Lower 8.5 kills in maps 1+2+3,2025-08-31T23:02:06Z
LoL: Baiye,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-109.0,1.92,1.0,LoL: Baiye,Higher 12.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: Baiye,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-113.0,1.89,1.0,LoL: Baiye,Lower 12.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: xqw,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,over,-129.0,1.78,0.88,LoL: xqw,Higher 6.5 kills on maps 1+2+3,2025-08-30T10:52:00Z
LoL: xqw,ESPORTS,ESPORTS,kills_on_maps_1_2_3,,under,105.0,2.05,1.04,LoL: xqw,Lower 6.5 kills on maps 1+2+3,2025-08-30T10:52:00Z
LoL: xqw,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-107.0,1.94,1.0,LoL: xqw,Higher 17.5 assists on maps 1+2+3,2025-09-01T02:42:21Z
LoL: xqw,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-115.0,1.87,1.0,LoL: xqw,Lower 17.5 assists on maps 1+2+3,2025-09-01T02:42:21Z
LoL: Xiaoxia,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-143.0,1.7,0.84,LoL: Xiaoxia,Higher 1.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Xiaoxia,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-105.0,1.96,1.0,LoL: Xiaoxia,Higher 23.5 assists on maps 1+2+3,2025-08-31T20:29:50Z
LoL: Xiaoxia,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-118.0,1.85,1.0,LoL: Xiaoxia,Lower 23.5 assists on maps 1+2+3,2025-08-31T20:29:50Z
LoL: Crack,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,112.0,2.12,1.08,LoL: Crack,Higher 2.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Bluffing,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-124.0,1.81,0.95,LoL: Bluffing,Higher 1.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
LoL: Trigger,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-159.0,1.63,0.82,LoL: Trigger,Higher 13.5 kills in maps 1+2+3,2025-09-01T00:11:21Z
LoL: Trigger,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,128.0,2.28,1.09,LoL: Trigger,Lower 13.5 kills in maps 1+2+3,2025-09-01T00:11:21Z
LoL: Pyeonsik,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-112.0,1.9,1.0,LoL: Pyeonsik,Higher 14.5 kills in maps 1+2+3,2025-09-01T02:14:54Z
LoL: Pyeonsik,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,-112.0,1.9,1.0,LoL: Pyeonsik,Lower 14.5 kills in maps 1+2+3,2025-09-01T02:14:54Z
LoL: Light,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,-159.0,1.63,0.82,LoL: Light,Higher 16.5 kills in maps 1+2+3,2025-08-31T18:54:17Z
LoL: Light,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,under,128.0,2.28,1.09,LoL: Light,Lower 16.5 kills in maps 1+2+3,2025-08-31T18:54:17Z
LoL: Light,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,over,-105.0,1.96,1.0,LoL: Light,Higher 21.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
LoL: Light,ESPORTS,ESPORTS,assists_on_maps_1_2_3,,under,-118.0,1.85,1.0,LoL: Light,Lower 21.5 assists on maps 1+2+3,2025-08-30T10:52:00Z
ropz,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,ropz,Higher 31.0 kills on maps 1+2,2025-08-31T20:27:47Z
ropz,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,ropz,Lower 31.0 kills on maps 1+2,2025-08-31T20:27:47Z
ropz,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,ropz,Higher 15.5 headshots on maps 1+2,2025-08-31T14:00:13Z
ropz,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,ropz,Lower 15.5 headshots on maps 1+2,2025-08-31T14:00:13Z
blameF,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,blameF,Higher 34.5 kills on maps 1+2,2025-08-31T21:45:04Z
blameF,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,blameF,Lower 34.5 kills on maps 1+2,2025-08-31T21:45:04Z
blameF,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,blameF,Higher 15.5 headshots on maps 1+2,2025-08-31T21:45:04Z
blameF,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,blameF,Lower 15.5 headshots on maps 1+2,2025-08-31T21:45:04Z
rain,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,rain,Higher 25.5 kills on maps 1+2,2025-08-31T17:41:29Z
rain,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,rain,Lower 25.5 kills on maps 1+2,2025-08-31T17:41:29Z
rain,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,rain,Higher 14.0 headshots on maps 1+2,2025-08-31T14:00:13Z
rain,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,rain,Lower 14.0 headshots on maps 1+2,2025-08-31T14:00:13Z
apEX,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,apEX,Higher 24.5 kills on maps 1+2,2025-08-31T14:00:13Z
apEX,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,apEX,Lower 24.5 kills on maps 1+2,2025-08-31T14:00:13Z
apEX,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,apEX,Higher 10.5 headshots on maps 1+2,2025-08-31T14:00:13Z
apEX,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,apEX,Lower 10.5 headshots on maps 1+2,2025-08-31T14:00:13Z
Lake,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,Lake,Higher 32.5 kills on maps 1+2,2025-08-31T21:45:04Z
Lake,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,Lake,Lower 32.5 kills on maps 1+2,2025-08-31T21:45:04Z
Lake,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,Lake,Higher 17.0 headshots on maps 1+2,2025-08-31T21:45:04Z
Lake,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,Lake,Lower 17.0 headshots on maps 1+2,2025-08-31T21:45:04Z
Junior,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,Junior,Higher 32.5 kills on maps 1+2,2025-08-31T14:00:13Z
Junior,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,Junior,Lower 32.5 kills on maps 1+2,2025-08-31T14:00:13Z
Junior,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,Junior,Higher 11.0 headshots on maps 1+2,2025-08-31T14:00:13Z
Junior,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,Junior,Lower 11.0 headshots on maps 1+2,2025-08-31T14:00:13Z
CYPHER,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, CYPHER,Higher 29.5 kills on maps 1+2,2025-08-31T21:45:04Z
CYPHER,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, CYPHER,Lower 29.5 kills on maps 1+2,2025-08-31T21:45:04Z
CYPHER,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, CYPHER,Higher 15.5 headshots on maps 1+2,2025-08-31T21:45:04Z
CYPHER,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, CYPHER,Lower 15.5 headshots on maps 1+2,2025-08-31T21:45:04Z
fear,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, fear,Higher 23.5 kills on maps 1+2,2025-08-31T21:45:04Z
fear,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, fear,Lower 23.5 kills on maps 1+2,2025-08-31T21:45:04Z
fear,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, fear,Higher 10.5 headshots on maps 1+2,2025-08-31T21:45:04Z
fear,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, fear,Lower 10.5 headshots on maps 1+2,2025-08-31T21:45:04Z
HexT,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, HexT,Higher 28.5 kills on maps 1+2,2025-08-31T21:45:04Z
HexT,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, HexT,Lower 28.5 kills on maps 1+2,2025-08-31T21:45:04Z
HexT,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, HexT,Higher 15.5 headshots on maps 1+2,2025-08-31T21:45:04Z
HexT,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, HexT,Lower 15.5 headshots on maps 1+2,2025-08-31T21:45:04Z
Grizz,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Grizz,Higher 29.5 kills on maps 1+2,2025-08-31T14:00:13Z
Grizz,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Grizz,Lower 29.5 kills on maps 1+2,2025-08-31T14:00:13Z
Grizz,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Grizz,Higher 15.5 headshots on maps 1+2,2025-08-31T14:00:13Z
Grizz,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Grizz,Lower 15.5 headshots on maps 1+2,2025-08-31T14:00:13Z
Swisher,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,Swisher,Higher 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
Swisher,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,Swisher,Lower 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
Swisher,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,Swisher,Higher 14.5 headshots on maps 1+2,2025-08-31T21:45:04Z
Swisher,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,Swisher,Lower 14.5 headshots on maps 1+2,2025-08-31T21:45:04Z
m1quse,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, m1quse,Higher 26.5 kills on maps 1+2,2025-08-31T21:45:04Z
m1quse,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, m1quse,Lower 26.5 kills on maps 1+2,2025-08-31T21:45:04Z
m1quse,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, m1quse,Higher 12.5 headshots on maps 1+2,2025-08-31T21:45:04Z
m1quse,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, m1quse,Lower 12.5 headshots on maps 1+2,2025-08-31T21:45:04Z
spirit,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, spirit,Higher 32.5 kills on maps 1+2,2025-08-31T21:45:04Z
spirit,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, spirit,Lower 32.5 kills on maps 1+2,2025-08-31T21:45:04Z
spirit,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, spirit,Higher 17.5 headshots on maps 1+2,2025-08-31T21:45:04Z
spirit,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, spirit,Lower 17.5 headshots on maps 1+2,2025-08-31T21:45:04Z
swerzieN,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, swerzieN,Higher 32.5 kills on maps 1+2,2025-08-31T22:42:37Z
swerzieN,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, swerzieN,Lower 32.5 kills on maps 1+2,2025-08-31T22:42:37Z
swerzieN,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, swerzieN,Higher 20.5 headshots on maps 1+2,2025-08-31T21:45:04Z
swerzieN,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, swerzieN,Lower 20.5 headshots on maps 1+2,2025-08-31T21:45:04Z
Icarus,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Icarus,Higher 30.5 kills on maps 1+2,2025-08-31T14:00:13Z
Icarus,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Icarus,Lower 30.5 kills on maps 1+2,2025-08-31T14:00:13Z
Icarus,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Icarus,Higher 17.0 headshots on maps 1+2,2025-08-31T14:00:13Z
Icarus,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Icarus,Lower 17.0 headshots on maps 1+2,2025-08-31T14:00:13Z
motm,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, motm,Higher 27.5 kills on maps 1+2,2025-08-31T14:00:13Z
motm,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, motm,Lower 27.5 kills on maps 1+2,2025-08-31T14:00:13Z
motm,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, motm,Higher 14.5 headshots on maps 1+2,2025-08-31T14:00:13Z
motm,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, motm,Lower 14.5 headshots on maps 1+2,2025-08-31T14:00:13Z
laxiee,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, laxiee,Higher 31.5 kills on maps 1+2,2025-08-31T14:00:13Z
laxiee,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, laxiee,Lower 31.5 kills on maps 1+2,2025-08-31T14:00:13Z
laxiee,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, laxiee,Higher 18.0 headshots on maps 1+2,2025-08-31T14:00:13Z
laxiee,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, laxiee,Lower 18.0 headshots on maps 1+2,2025-08-31T14:00:13Z
KusMe,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, KusMe,Higher 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
KusMe,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, KusMe,Lower 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
KusMe,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, KusMe,Higher 15.5 headshots on maps 1+2,2025-08-31T21:45:04Z
KusMe,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, KusMe,Lower 15.5 headshots on maps 1+2,2025-08-31T21:45:04Z
s1n,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,s1n,Higher 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
s1n,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,s1n,Lower 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
